input_file	seq1	seq2	absolute_distance	n_sites	proportional_distance
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_DMC_407	15	126539	0.00011854052900686745
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP440615	15	126539	0.00011854052900686745
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP400218	15	126539	0.00011854052900686745
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP440551	15	126539	0.00011854052900686745
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP400453	18	126539	0.00014224863480824095
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP400786	31	126539	0.0002449837599475261
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_MN_37607	20	126539	0.00015805403867582326
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP400423	17	126539	0.00013434593287444977
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP400551	16	126539	0.00012644323094065861
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP420882	27	126539	0.0002133729522123614
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP400287	22	126539	0.0001738594425434056
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420068	I_batatas_CIP400033	29	126539	0.00022917835607994374
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP441416	58	126492	0.00045852702147171364
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP441427	39	126492	0.00030831989374822125
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400433	72	126492	0.0005692059576890238
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP420068	21	126491	0.0001660197168177973
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP420386	26	126492	0.00020554659583214748
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP401523	29	126492	0.00022926351073585682
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400941	20	126492	0.00015811276602472883
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP441177	20	126492	0.00015811276602472883
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400157	10	126492	7.905638301236442e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP441314	10	126492	7.905638301236442e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP420602	10	126492	7.905638301236442e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_DMC_407	10	126492	7.905638301236442e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP440615	10	126492	7.905638301236442e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400218	10	126492	7.905638301236442e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP440551	10	126492	7.905638301236442e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400453	13	126492	0.00010277329791607374
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400786	25	126492	0.00019764095753091105
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_MN_37607	15	126492	0.00011858457451854663
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400423	12	126492	9.48676596148373e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400551	11	126492	8.696202131360087e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP420882	23	126492	0.00018182968092843817
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400287	17	126492	0.00013439585112101952
../data/fasta/chloroplast.aligned.gblocks.subset.nex	Banks_and_Solander	I_batatas_CIP400033	24	126492	0.0001897353192296746
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP441416	68	126540	0.0005373794847479058
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP441427	46	126540	0.0003635214161529951
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400433	79	126540	0.0006243085190453611
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP420068	31	126539	0.0002449837599475261
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	Banks_and_Solander	26	126492	0.00020554659583214748
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP401523	17	126540	0.00013434487118697645
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400941	8	126540	6.32211158526948e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP441177	8	126540	6.32211158526948e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400157	16	126540	0.0001264422317053896
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP441314	16	126540	0.0001264422317053896
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP420602	16	126540	0.0001264422317053896
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_DMC_407	16	126540	0.0001264422317053896
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP440615	16	126540	0.0001264422317053896
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400218	16	126540	0.0001264422317053896
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP440551	16	126540	0.0001264422317053896
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400453	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400786	32	126540	0.0002528844634107792
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_MN_37607	21	126540	0.00016595542911332386
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400423	18	126540	0.0001422475106685633
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400551	17	126540	0.00013434487118697645
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP420882	27	126540	0.00021337126600284495
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400287	23	126540	0.00018176070807649755
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP420386	I_batatas_CIP400033	30	126540	0.0002370791844476055
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP441416	53	126540	0.000418839892524103
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP441427	49	126540	0.00038722933459775565
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400433	82	126540	0.0006480164374901217
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP420068	34	126539	0.00026869186574889954
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	Banks_and_Solander	29	126492	0.00022926351073585682
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP420386	17	126540	0.00013434487118697645
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400941	9	126540	7.112375533428166e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP441177	9	126540	7.112375533428166e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400157	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP441314	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP420602	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_DMC_407	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP440615	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400218	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP440551	19	126540	0.00015015015015015014
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400453	20	126540	0.000158052789631737
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400786	35	126540	0.00027659238185553974
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_MN_37607	24	126540	0.0001896633475580844
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400423	21	126540	0.00016595542911332386
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400551	20	126540	0.000158052789631737
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP420882	30	126540	0.0002370791844476055
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400287	26	126540	0.0002054686265212581
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP401523	I_batatas_CIP400033	33	126540	0.0002607871028923661
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP441416	62	126540	0.0004899636478583847
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP441427	40	126540	0.000316105579263474
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400433	73	126540	0.00057689268215584
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP420068	25	126539	0.0001975675483447791
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	Banks_and_Solander	20	126492	0.00015811276602472883
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP420386	8	126540	6.32211158526948e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP401523	9	126540	7.112375533428166e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP441177	0	126540	0.0
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400157	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP441314	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP420602	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_DMC_407	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP440615	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400218	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP440551	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400453	13	126540	0.00010273431326062905
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400786	26	126540	0.0002054686265212581
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_MN_37607	15	126540	0.00011853959222380275
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400423	12	126540	9.48316737790422e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400551	11	126540	8.692903429745535e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP420882	21	126540	0.00016595542911332386
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400287	17	126540	0.00013434487118697645
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400941	I_batatas_CIP400033	24	126540	0.0001896633475580844
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP441416	62	126540	0.0004899636478583847
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP441427	40	126540	0.000316105579263474
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400433	73	126540	0.00057689268215584
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP420068	25	126539	0.0001975675483447791
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	Banks_and_Solander	20	126492	0.00015811276602472883
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP420386	8	126540	6.32211158526948e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP401523	9	126540	7.112375533428166e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400941	0	126540	0.0
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400157	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP441314	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP420602	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_DMC_407	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP440615	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400218	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP440551	10	126540	7.90263948158685e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400453	13	126540	0.00010273431326062905
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400786	26	126540	0.0002054686265212581
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_MN_37607	15	126540	0.00011853959222380275
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400423	12	126540	9.48316737790422e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400551	11	126540	8.692903429745535e-05
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP420882	21	126540	0.00016595542911332386
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400287	17	126540	0.00013434487118697645
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP441177	I_batatas_CIP400033	24	126540	0.0001896633475580844
../data/fasta/chloroplast.aligned.gblocks.subset.nex	I_batatas_CIP400157	I_batatas_CIP441416	52	126540	0.0004109372530425162
